,date,country,region,unemployment_rate,vacancy_rate
501,01.01.05,Estonia,Eastern,9.6,1.794947745
502,01.04.05,Estonia,Eastern,8.4,1.924090976
503,01.07.05,Estonia,Eastern,7,2.040069706
504,01.10.05,Estonia,Eastern,7.2,2.124496196
505,01.01.06,Estonia,Eastern,6.6,2.341282103
506,01.04.06,Estonia,Eastern,6.2,2.393743137
507,01.07.06,Estonia,Eastern,5.3,2.612634472
508,01.10.06,Estonia,Eastern,5.5,2.73939295
509,01.01.07,Estonia,Eastern,5.2,2.879141034
510,01.04.07,Estonia,Eastern,4.9,2.883759987
511,01.07.07,Estonia,Eastern,4.2,2.888349434
512,01.10.07,Estonia,Eastern,4.1,2.75515587
513,01.01.08,Estonia,Eastern,4.1,2.491909758
514,01.04.08,Estonia,Eastern,4,2.276748448
515,01.07.08,Estonia,Eastern,6.3,1.979348177
516,01.10.08,Estonia,Eastern,7.5,1.576683056
517,01.01.09,Estonia,Eastern,10.8,0.844285741
518,01.04.09,Estonia,Eastern,12.9,0.631662441
519,01.07.09,Estonia,Eastern,15.1,0.558742358
520,01.10.09,Estonia,Eastern,15.6,0.634551381
521,01.01.10,Estonia,Eastern,18.5,0.636703272
522,01.04.10,Estonia,Eastern,17.8,0.73888326
523,01.07.10,Estonia,Eastern,15.9,0.745929395
524,01.10.10,Estonia,Eastern,13.7,0.797117036
525,01.01.11,Estonia,Eastern,13.8,0.877511837
526,01.04.11,Estonia,Eastern,12.7,0.874168073
527,01.07.11,Estonia,Eastern,11.1,1.021154572
528,01.10.11,Estonia,Eastern,11.4,1.006080756
529,01.01.12,Estonia,Eastern,10.8,1.035975027
530,01.04.12,Estonia,Eastern,9.8,1.110403304
531,01.07.12,Estonia,Eastern,9.8,0.989353679
532,01.10.12,Estonia,Eastern,9.1,1.058928421
533,01.01.13,Estonia,Eastern,9.5,1.037186987
534,01.04.13,Estonia,Eastern,7.9,1.038664819
535,01.07.13,Estonia,Eastern,8.2,1.116033084
536,01.10.13,Estonia,Eastern,8.7,1.037057906
537,01.01.14,Estonia,Eastern,8.1,1.082983412
538,01.04.14,Estonia,Eastern,7,1.074286635
539,01.07.14,Estonia,Eastern,7.8,1.188326076
540,01.10.14,Estonia,Eastern,6.4,1.13009767
541,01.01.15,Estonia,Eastern,6.4,1.199799158
542,01.04.15,Estonia,Eastern,6.6,1.198003619
543,01.07.15,Estonia,Eastern,5.7,1.101222791
544,01.10.15,Estonia,Eastern,6.6,1.251111917
545,01.01.16,Estonia,Eastern,6.4,1.330565476
546,01.04.16,Estonia,Eastern,6.4,1.424023637
547,01.07.16,Estonia,Eastern,7.9,1.46361416
548,01.10.16,Estonia,Eastern,6.7,1.627645557
549,01.01.17,Estonia,Eastern,5.5,1.630475128
550,01.04.17,Estonia,Eastern,6.6,1.672528735
551,01.07.17,Estonia,Eastern,5.4,1.631041054
552,01.10.17,Estonia,Eastern,5.6,1.521621088
553,01.01.18,Estonia,Eastern,6.5,1.588012734
554,01.04.18,Estonia,Eastern,5,1.547739195
555,01.07.18,Estonia,Eastern,5.4,1.567362398
556,01.10.18,Estonia,Eastern,4.5,1.669029957
557,01.01.19,Estonia,Eastern,4.5,1.583767391
558,01.04.19,Estonia,Eastern,5.1,1.549422211
559,01.07.19,Estonia,Eastern,4.1,1.45966272
560,01.10.19,Estonia,Eastern,4.2,1.222049418
561,01.10.02,Greece,Southern,10,0.946954681
562,01.01.03,Greece,Southern,9.9,0.770670174
563,01.04.03,Greece,Southern,9.8,1.126520089
564,01.07.03,Greece,Southern,9.8,0.998424937
565,01.10.03,Greece,Southern,10,1.021089999
566,01.01.04,Greece,Southern,10.8,2.282291186
567,01.04.04,Greece,Southern,10.5,2.469308192
568,01.07.04,Greece,Southern,10.6,1.763756075
569,01.10.04,Greece,Southern,10.5,2.451386794
570,01.01.05,Greece,Southern,10.1,0.782889584
571,01.04.05,Greece,Southern,10,0.574988579
572,01.07.05,Greece,Southern,10.1,0.603849826
573,01.10.05,Greece,Southern,9.7,0.449334003
574,01.01.06,Greece,Southern,9.4,1.042449555
575,01.04.06,Greece,Southern,9.2,1.0184493
576,01.07.06,Greece,Southern,8.9,1.420637495
577,01.10.06,Greece,Southern,8.8,1.587727933
578,01.01.07,Greece,Southern,8.7,1.125759396
579,01.04.07,Greece,Southern,8.5,0.954941654
580,01.07.07,Greece,Southern,8.4,1.033964615
581,01.10.07,Greece,Southern,8.1,1.106439498
582,01.01.08,Greece,Southern,7.8,0.845377686
583,01.04.08,Greece,Southern,7.6,0.679464246
584,01.07.08,Greece,Southern,7.8,0.75483284
585,01.10.08,Greece,Southern,8,0.535889972
586,01.01.09,Greece,Southern,9.1,0.711318178
587,01.04.09,Greece,Southern,9.4,0.899206927
588,01.07.09,Greece,Southern,10,0.818333402
589,01.10.09,Greece,Southern,10.5,0.787988569
590,01.01.10,Greece,Southern,11.4,0.586564441
591,01.04.10,Greece,Southern,12.5,0.477559884
592,01.07.10,Greece,Southern,13.4,0.504637218
593,01.10.10,Greece,Southern,14.4,0.363839473
594,01.01.11,Greece,Southern,15.7,0.503588353
595,01.04.11,Greece,Southern,17,0.341809459
596,01.07.11,Greece,Southern,18.8,0.403644052
597,01.10.11,Greece,Southern,20.9,0.274926472
598,01.01.12,Greece,Southern,22.3,0.312064316
599,01.04.12,Greece,Southern,24.4,0.309860841
600,01.07.12,Greece,Southern,25.9,0.154922252
601,01.10.12,Greece,Southern,26.6,0.193146977
602,01.01.13,Greece,Southern,27.4,0.200285289
603,01.04.13,Greece,Southern,27.9,0.268690388
604,01.07.13,Greece,Southern,28.1,0.39545277
605,01.10.13,Greece,Southern,27.8,0.359942919
606,01.01.14,Greece,Southern,27.3,0.309331488
607,01.04.14,Greece,Southern,27,0.328359512
608,01.07.14,Greece,Southern,26.4,0.507475559
609,01.10.14,Greece,Southern,26,0.310934586
610,01.01.15,Greece,Southern,25.7,0.282951316
611,01.04.15,Greece,Southern,25,0.235106157
612,01.07.15,Greece,Southern,24.8,0.123178204
613,01.10.15,Greece,Southern,24.4,0.272868253
614,01.01.16,Greece,Southern,24.2,0.249042202
615,01.04.16,Greece,Southern,23.9,0.285520076
616,01.07.16,Greece,Southern,23.8,0.264295837
617,01.10.16,Greece,Southern,23.6,0.318355834
618,01.01.17,Greece,Southern,22.8,0.245406562
619,01.04.17,Greece,Southern,22.1,0.20592556
620,01.07.17,Greece,Southern,21.3,0.114238567
621,01.10.17,Greece,Southern,21.2,0.257137989
622,01.01.18,Greece,Southern,20.7,0.256236143
623,01.04.18,Greece,Southern,19.8,0.251981501
624,01.07.18,Greece,Southern,19.4,0.285156585
625,01.10.18,Greece,Southern,19,0.249314813
626,01.01.19,Greece,Southern,19.1,0.277718249
627,01.04.19,Greece,Southern,17.8,0.240183215
628,01.07.19,Greece,Southern,17.6,0.308152614
629,01.10.19,Greece,Southern,17,0.21003336
630,01.01.20,Greece,Southern,16.6,0.119554186
631,01.04.20,Greece,Southern,19.5,0.200553285
632,01.07.20,Greece,Southern,17.3,0.195696755
633,01.10.20,Greece,Southern,17.3,0.165265754
634,01.01.21,Greece,Southern,16.2,0.263358588
635,01.04.21,Greece,Southern,15.8,0.294890364
636,01.07.21,Greece,Southern,14,0.370078697
637,01.10.21,Greece,Southern,13.1,0.409647697
638,01.01.22,Greece,Southern,12.9,0.533751371
639,01.04.22,Greece,Southern,12.6,0.472574193
640,01.07.22,Greece,Southern,12.5,0.512034323
641,01.01.17,Malta,Southern,4.1,2.278923767
642,01.04.17,Malta,Southern,4,2.171052632
643,01.07.17,Malta,Southern,4,1.961038961
644,01.10.17,Malta,Southern,4,1.543644068
645,01.01.18,Malta,Southern,3.8,2.452916667
646,01.04.18,Malta,Southern,3.7,2.476326531
647,01.07.18,Malta,Southern,3.6,2.5256
648,01.10.18,Malta,Southern,3.5,2.680237154
649,01.01.19,Malta,Southern,3.8,2.426848249
650,01.04.19,Malta,Southern,3.6,2.588122605
651,01.07.19,Malta,Southern,3.6,2.168539326
652,01.10.19,Malta,Southern,3.5,2.016296296
653,01.01.20,Malta,Southern,3.6,1.284615385
654,01.04.20,Malta,Southern,4.7,1.349259259
655,01.07.20,Malta,Southern,4.8,1.752554745
656,01.10.20,Malta,Southern,4.4,1.559409594
657,01.01.21,Malta,Southern,3.9,1.260583942
658,01.04.21,Malta,Southern,3.4,2.1433213
659,01.07.21,Malta,Southern,3.3,2.293928571
660,01.10.21,Malta,Southern,3,2.005338078
661,01.01.22,Malta,Southern,3,2.303169014
662,01.04.22,Malta,Southern,2.9,2.328719723
663,01.07.22,Malta,Southern,2.9,2.327303754
664,01.10.22,Malta,Southern,2.9,2.042760943
665,01.01.01,Spain,Southern,11,0.331991434
666,01.04.01,Spain,Southern,10.8,0.319896121
667,01.07.01,Spain,Southern,10.5,0.474240167
668,01.10.01,Spain,Southern,10.5,0.326973157
669,01.01.02,Spain,Southern,11.2,0.336862868
670,01.04.02,Spain,Southern,11.3,0.331065015
671,01.07.02,Spain,Southern,11.6,0.346176919
672,01.10.02,Spain,Southern,11.6,0.362551996
673,01.01.03,Spain,Southern,11.7,0.350770659
674,01.04.03,Spain,Southern,11.5,0.358656342
675,01.07.03,Spain,Southern,11.5,0.373477366
676,01.10.03,Spain,Southern,11.3,0.36624162
677,01.01.04,Spain,Southern,11.3,0.391290791
678,01.04.04,Spain,Southern,11.2,0.406367937
679,01.07.04,Spain,Southern,11,0.410550053
680,01.10.04,Spain,Southern,10.4,0.410705587
681,01.01.05,Spain,Southern,9.9,0.399758793
682,01.04.05,Spain,Southern,9.4,0.443260081
683,01.07.05,Spain,Southern,8.8,0.439899764
684,01.10.05,Spain,Southern,8.7,0.450430854
685,01.01.06,Spain,Southern,8.7,0.45683271
686,01.04.06,Spain,Southern,8.5,0.455106142
687,01.07.06,Spain,Southern,8.4,0.478373835
688,01.10.06,Spain,Southern,8.2,0.511285159
689,01.01.07,Spain,Southern,8.1,0.47833252
690,01.04.07,Spain,Southern,8,0.484306595
691,01.07.07,Spain,Southern,8.3,0.481549506
692,01.10.07,Spain,Southern,8.6,0.420602839
693,01.01.08,Spain,Southern,9.2,0.432275281
694,01.04.08,Spain,Southern,10.4,0.359554063
695,01.07.08,Spain,Southern,11.8,0.336620981
696,01.10.08,Spain,Southern,13.8,0.338325814
697,01.01.09,Spain,Southern,16.8,0.315648352
698,01.04.09,Spain,Southern,17.7,0.327996724
699,01.07.09,Spain,Southern,18.2,0.346407936
700,01.10.09,Spain,Southern,18.8,0.362553871
701,01.01.10,Spain,Southern,19.3,0.776535868
702,01.04.10,Spain,Southern,19.8,0.791866262
703,01.07.10,Spain,Southern,20,0.695029923
704,01.10.10,Spain,Southern,20.2,0.657026618
705,01.01.11,Spain,Southern,20.6,0.628015684
706,01.04.11,Spain,Southern,20.8,0.57857472
707,01.07.11,Spain,Southern,21.7,0.558911481
708,01.10.11,Spain,Southern,22.7,0.487989874
709,01.01.12,Spain,Southern,23.6,0.464929995
710,01.04.12,Spain,Southern,24.5,0.411179911
711,01.07.12,Spain,Southern,25.2,0.391053178
712,01.10.12,Spain,Southern,25.9,0.381217724
713,01.01.13,Spain,Southern,26.3,0.337725443
714,01.04.13,Spain,Southern,26.2,0.354135841
715,01.07.13,Spain,Southern,26.1,0.299726472
716,01.10.13,Spain,Southern,25.8,0.254579289
717,01.01.14,Spain,Southern,25.3,0.250947574
718,01.04.14,Spain,Southern,24.7,0.231200894
719,01.07.14,Spain,Southern,24.2,0.242247252
720,01.10.14,Spain,Southern,23.7,0.244656115
721,01.01.15,Spain,Southern,23.1,0.259716073
722,01.04.15,Spain,Southern,22.5,0.255674433
723,01.07.15,Spain,Southern,21.7,0.264640951
724,01.10.15,Spain,Southern,21,0.281237692
725,01.01.16,Spain,Southern,20.4,0.28890263
726,01.04.16,Spain,Southern,20.1,0.313954815
727,01.07.16,Spain,Southern,19.4,0.310075328
728,01.10.16,Spain,Southern,18.7,0.325031319
729,01.01.17,Spain,Southern,18.1,0.330172953
730,01.04.17,Spain,Southern,17.4,0.347817226
731,01.07.17,Spain,Southern,16.9,0.369102496
732,01.10.17,Spain,Southern,16.5,0.367162141
733,01.01.18,Spain,Southern,16.1,0.420478385
734,01.04.18,Spain,Southern,15.4,0.412250824
735,01.07.18,Spain,Southern,14.9,0.42799838
736,01.10.18,Spain,Southern,14.6,0.430094384
737,01.01.19,Spain,Southern,14.2,0.430422586
738,01.04.19,Spain,Southern,14.1,0.448136603
739,01.07.19,Spain,Southern,14.2,0.438526635
740,01.10.19,Spain,Southern,14,0.451922899
741,01.01.20,Spain,Southern,14.1,0.449488185
742,01.04.20,Spain,Southern,15.3,0.326502781
743,01.07.20,Spain,Southern,16.4,0.35100992
744,01.10.20,Spain,Southern,16.2,0.370078973
745,01.01.21,Spain,Southern,15.7,0.424334899
746,01.04.21,Spain,Southern,15.4,0.480466485
747,01.07.21,Spain,Southern,14.8,0.507159773
748,01.10.21,Spain,Southern,13.4,0.524284491
749,01.01.22,Spain,Southern,13.2,0.567533022
750,01.04.22,Spain,Southern,12.7,0.593576012
751,01.07.22,Spain,Southern,13,0.613602515
752,01.10.22,Spain,Southern,12.9,0.638017402
753,01.01.06,Germany,Continental,11.46353372,1.28670008
754,01.04.06,Germany,Continental,11.07627903,1.411756402
755,01.07.06,Germany,Continental,10.62592884,1.539005166
756,01.10.06,Germany,Continental,10.13603703,1.6471463
757,01.01.07,Germany,Continental,9.563134563,1.746627437
758,01.04.07,Germany,Continental,9.168753737,1.751673684
759,01.07.07,Germany,Continental,8.852096697,1.695112189
760,01.10.07,Germany,Continental,8.562714923,1.659122783
761,01.01.08,Germany,Continental,8.092136415,1.62157456
762,01.04.08,Germany,Continental,7.890428544,1.61416031
763,01.07.08,Germany,Continental,7.653452991,1.594485791
764,01.10.08,Germany,Continental,7.632147717,1.521635978
765,01.01.09,Germany,Continental,7.955184196,1.383719353
766,01.04.09,Germany,Continental,8.349025015,1.254569851
767,01.07.09,Germany,Continental,8.355406073,1.221384084
768,01.10.09,Germany,Continental,8.113392217,1.247607186
769,01.01.10,Germany,Continental,8.261063497,1.433562685
770,01.04.10,Germany,Continental,7.99666416,1.496575772
771,01.07.10,Germany,Continental,7.789762154,1.641112019
772,01.10.10,Germany,Continental,7.638587802,1.838659879
773,01.01.11,Germany,Continental,7.518923765,2.149963419
774,01.04.11,Germany,Continental,7.252866538,1.998359876
775,01.07.11,Germany,Continental,7.1257802,2.01066103
776,01.10.11,Germany,Continental,6.974986173,2.065519444
777,01.01.12,Germany,Continental,6.993695464,1.823004116
778,01.04.12,Germany,Continental,7.00201118,2.075090436
779,01.07.12,Germany,Continental,6.98929072,1.965200641
780,01.10.12,Germany,Continental,7.025156855,1.905789609
781,01.01.13,Germany,Continental,7.075309285,1.846994581
782,01.04.13,Germany,Continental,7.082877795,1.815898431
783,01.07.13,Germany,Continental,7.054111373,1.936757375
784,01.10.13,Germany,Continental,7.062083504,1.97842668
785,01.01.14,Germany,Continental,6.992535348,2.040103055
786,01.04.14,Germany,Continental,6.947945063,2.033110315
787,01.07.14,Germany,Continental,6.885617923,2.071261968
788,01.10.14,Germany,Continental,6.777377048,2.149965772
789,01.01.15,Germany,Continental,6.702748831,2.175604814
790,01.04.15,Germany,Continental,6.660605088,2.139580799
791,01.07.15,Germany,Continental,6.623278924,2.18426169
792,01.10.15,Germany,Continental,6.505533007,2.276534799
793,01.01.16,Germany,Continental,6.352729475,2.21039819
794,01.04.16,Germany,Continental,6.304119613,2.318486243
795,01.07.16,Germany,Continental,6.197354403,2.263573417
796,01.10.16,Germany,Continental,6.131684786,2.2759127
797,01.01.17,Germany,Continental,6.006453985,2.429022766
798,01.04.17,Germany,Continental,5.891670039,2.577746293
799,01.07.17,Germany,Continental,5.791450667,2.617952259
800,01.10.17,Germany,Continental,5.694589793,2.550152722
801,01.01.18,Germany,Continental,5.533434876,2.698903061
802,01.04.18,Germany,Continental,5.441969205,2.855175391
803,01.07.18,Germany,Continental,5.333841845,2.92770122
804,01.10.18,Germany,Continental,5.249537053,3.101887796
805,01.01.19,Germany,Continental,5.154550609,3.064592352
806,01.04.19,Germany,Continental,5.168359482,3.257278426
807,01.07.19,Germany,Continental,5.207208361,3.149252757
808,01.10.19,Germany,Continental,5.177436494,2.968073511
809,01.01.20,Germany,Continental,5.211486555,1.617646568
810,01.04.20,Germany,Continental,6.452538709,1.366446818
811,01.07.20,Germany,Continental,6.680085976,1.295620335
812,01.10.20,Germany,Continental,6.488453823,1.370767438
813,01.01.21,Germany,Continental,6.435831427,1.418788945
814,01.04.21,Germany,Continental,6.335451583,1.533683097
815,01.07.21,Germany,Continental,5.886578182,1.729936641
816,01.10.21,Germany,Continental,5.599697454,1.861928387
817,01.01.22,Germany,Continental,5.32287361,1.944955176
818,01.04.22,Germany,Continental,5.319851578,1.970595906
819,01.07.22,Germany,Continental,5.661149583,1.923639899
820,01.10.22,Germany,Continental,NA,NA
821,01.01.05,Cyprus,Southern,5.3,0.755235846
822,01.04.05,Cyprus,Southern,5.5,0.676288362
823,01.07.05,Cyprus,Southern,5.4,0.885683065
824,01.10.05,Cyprus,Southern,5.3,0.743611316
825,01.01.06,Cyprus,Southern,5.3,0.746387708
826,01.04.06,Cyprus,Southern,4.4,1.086728088
827,01.07.06,Cyprus,Southern,4.2,0.59093205
828,01.10.06,Cyprus,Southern,4.4,0.651286688
829,01.01.07,Cyprus,Southern,4.1,3.250902191
830,01.04.07,Cyprus,Southern,3.8,3.153784044
831,01.07.07,Cyprus,Southern,4,3.190367552
832,01.10.07,Cyprus,Southern,3.9,4.265870217
833,01.01.08,Cyprus,Southern,3.9,4.250995515
834,01.04.08,Cyprus,Southern,3.3,2.655738135
835,01.07.08,Cyprus,Southern,3.6,3.390849387
836,01.10.08,Cyprus,Southern,3.7,2.548972421
837,01.01.09,Cyprus,Southern,4.4,2.059455592
838,01.04.09,Cyprus,Southern,5.3,1.830751861
839,01.07.09,Cyprus,Southern,5.7,1.880158065
840,01.10.09,Cyprus,Southern,6.3,1.581954112
841,01.01.10,Cyprus,Southern,6.9,1.262942037
842,01.04.10,Cyprus,Southern,6.5,1.192854395
843,01.07.10,Cyprus,Southern,6,1.199413445
844,01.10.10,Cyprus,Southern,5.9,1.022816882
845,01.01.11,Cyprus,Southern,6.9,1.075463824
846,01.04.11,Cyprus,Southern,7.3,0.777333407
847,01.07.11,Cyprus,Southern,8,0.62784988
848,01.10.11,Cyprus,Southern,9.5,0.422978323
849,01.01.12,Cyprus,Southern,10.5,0.485876294
850,01.04.12,Cyprus,Southern,11.4,0.408478864
851,01.07.12,Cyprus,Southern,12.2,0.28405768
852,01.10.12,Cyprus,Southern,13.4,0.361679244
853,01.01.13,Cyprus,Southern,15.1,0.146093259
854,01.04.13,Cyprus,Southern,15.7,0.272185108
855,01.07.13,Cyprus,Southern,16.2,0.253176998
856,01.10.13,Cyprus,Southern,16.5,0.172938781
857,01.01.14,Cyprus,Southern,16.2,0.670150406
858,01.04.14,Cyprus,Southern,16.1,0.61868206
859,01.07.14,Cyprus,Southern,16.1,0.299879108
860,01.10.14,Cyprus,Southern,16.4,0.38730421
861,01.01.15,Cyprus,Southern,16.5,0.639800507
862,01.04.15,Cyprus,Southern,15.2,0.620562552
863,01.07.15,Cyprus,Southern,14.7,0.571968491
864,01.10.15,Cyprus,Southern,13.2,0.756624958
865,01.01.16,Cyprus,Southern,13,0.77106948
866,01.04.16,Cyprus,Southern,12.8,0.635004298
867,01.07.16,Cyprus,Southern,13.1,1.021903909
868,01.10.16,Cyprus,Southern,13,0.676218696
869,01.01.17,Cyprus,Southern,12.4,0.701590894
870,01.04.17,Cyprus,Southern,11.4,0.666085215
871,01.07.17,Cyprus,Southern,10.4,0.897551802
872,01.10.17,Cyprus,Southern,10.3,1.073286557
873,01.01.18,Cyprus,Southern,9.6,0.946680077
874,01.04.18,Cyprus,Southern,8.1,1.047912428
875,01.07.18,Cyprus,Southern,8.1,1.41773999
876,01.10.18,Cyprus,Southern,7.8,1.072925339
877,01.01.19,Cyprus,Southern,7.8,1.325888529
878,01.04.19,Cyprus,Southern,7,1.484173672
879,01.07.19,Cyprus,Southern,6.7,1.388011712
880,01.10.19,Cyprus,Southern,6.7,1.352135694
881,01.01.20,Cyprus,Southern,6.8,1.370711505
882,01.04.20,Cyprus,Southern,7.1,1.019724414
883,01.07.20,Cyprus,Southern,8.2,1.365459479
884,01.10.20,Cyprus,Southern,8.4,1.332958198
885,01.01.21,Cyprus,Southern,8.3,1.280740812
886,01.04.21,Cyprus,Southern,8.3,1.661837327
887,01.07.21,Cyprus,Southern,6.8,1.417121923
888,01.10.21,Cyprus,Southern,6.6,2.40870587
889,01.01.22,Cyprus,Southern,6.5,2.264943512
890,01.04.22,Cyprus,Southern,6.6,2.32671144
891,01.07.22,Cyprus,Southern,6.9,2.053441001
892,01.10.22,Cyprus,Southern,7.1,1.955785095
893,01.01.01,Netherlands,Continental,2.3,2.471639683
894,01.04.01,Netherlands,Continental,2.2,2.400761355
895,01.07.01,Netherlands,Continental,2.3,2.286073066
896,01.10.01,Netherlands,Continental,2.3,2.066795669
897,01.01.02,Netherlands,Continental,2.5,1.95502414
898,01.04.02,Netherlands,Continental,2.6,1.765251174
899,01.07.02,Netherlands,Continental,2.9,1.533322673
900,01.10.02,Netherlands,Continental,3.1,1.496375698
901,01.01.03,Netherlands,Continental,3.3,1.360062911
902,01.04.03,Netherlands,Continental,3.6,1.335824857
903,01.07.03,Netherlands,Continental,3.8,1.078434725
904,01.10.03,Netherlands,Continental,4.1,1.176541888
905,01.01.04,Netherlands,Continental,4.4,1.30777278
906,01.04.04,Netherlands,Continental,4.7,1.427025905
907,01.07.04,Netherlands,Continental,4.5,1.394385155
908,01.10.04,Netherlands,Continental,4.8,1.497456751
909,01.01.05,Netherlands,Continental,6,1.692629494
910,01.04.05,Netherlands,Continental,6,1.706557089
911,01.07.05,Netherlands,Continental,5.8,1.912123445
912,01.10.05,Netherlands,Continental,5.7,1.985020869
913,01.01.06,Netherlands,Continental,5.4,2.197086837
914,01.04.06,Netherlands,Continental,5.1,2.451113168
915,01.07.06,Netherlands,Continental,4.8,2.652290579
916,01.10.06,Netherlands,Continental,4.7,2.725559695
917,01.01.07,Netherlands,Continental,4.5,2.761913426
918,01.04.07,Netherlands,Continental,4.2,2.75077206
919,01.07.07,Netherlands,Continental,4.1,2.767204362
920,01.10.07,Netherlands,Continental,3.9,2.880704437
921,01.01.08,Netherlands,Continental,3.7,2.85107767
922,01.04.08,Netherlands,Continental,3.7,2.840849801
923,01.07.08,Netherlands,Continental,3.6,2.687934192
924,01.10.08,Netherlands,Continental,3.7,2.206751787
925,01.01.09,Netherlands,Continental,5,1.745229655
926,01.04.09,Netherlands,Continental,5.3,1.472342712
927,01.07.09,Netherlands,Continental,5.6,1.361762647
928,01.10.09,Netherlands,Continental,5.9,1.349575672
929,01.01.10,Netherlands,Continental,6.1,1.292254702
930,01.04.10,Netherlands,Continental,6.1,1.32797924
931,01.07.10,Netherlands,Continental,6,1.365942574
932,01.10.10,Netherlands,Continental,6,1.4247359
933,01.01.11,Netherlands,Continental,5.9,1.499094684
934,01.04.11,Netherlands,Continental,5.9,1.51560444
935,01.07.11,Netherlands,Continental,6,1.443247526
936,01.10.11,Netherlands,Continental,6.3,1.34352759
937,01.01.12,Netherlands,Continental,6.5,1.284846864
938,01.04.12,Netherlands,Continental,6.7,1.202554184
939,01.07.12,Netherlands,Continental,6.9,1.147526606
940,01.10.12,Netherlands,Continental,7.3,1.086232915
941,01.01.13,Netherlands,Continental,7.7,1.020703897
942,01.04.13,Netherlands,Continental,8.1,1.010718607
943,01.07.13,Netherlands,Continental,8.5,1.018068275
944,01.10.13,Netherlands,Continental,8.6,1.034987463
945,01.01.14,Netherlands,Continental,8.7,1.127636791
946,01.04.14,Netherlands,Continental,8.5,1.166594908
947,01.07.14,Netherlands,Continental,8.3,1.235916021
948,01.10.14,Netherlands,Continental,8.2,1.287305968
949,01.01.15,Netherlands,Continental,8,1.35064065
950,01.04.15,Netherlands,Continental,7.9,1.401829866
951,01.07.15,Netherlands,Continental,7.8,1.446052271
952,01.10.15,Netherlands,Continental,7.7,1.548165613
953,01.01.16,Netherlands,Continental,7.4,1.604595705
954,01.04.16,Netherlands,Continental,7.3,1.678793611
955,01.07.16,Netherlands,Continental,6.8,1.751275313
956,01.10.16,Netherlands,Continental,6.5,1.847418065
957,01.01.17,Netherlands,Continental,6.3,2.008068315
958,01.04.17,Netherlands,Continental,6.1,2.148357359
959,01.07.17,Netherlands,Continental,5.7,2.272192035
960,01.10.17,Netherlands,Continental,5.4,2.446029802
961,01.01.18,Netherlands,Continental,5.2,2.484105087
962,01.04.18,Netherlands,Continental,5,2.645791049
963,01.07.18,Netherlands,Continental,4.8,2.735642899
964,01.10.18,Netherlands,Continental,4.6,2.819882319
965,01.01.19,Netherlands,Continental,4.6,2.919307903
966,01.04.19,Netherlands,Continental,4.4,2.8788103
967,01.07.19,Netherlands,Continental,4.3,2.934553488
968,01.10.19,Netherlands,Continental,4.4,3.104486301
969,01.01.20,Netherlands,Continental,4.3,2.317296757
970,01.04.20,Netherlands,Continental,4.9,1.9500456
971,01.07.20,Netherlands,Continental,5.2,2.178924782
972,01.10.20,Netherlands,Continental,5,2.370032667
973,01.01.21,Netherlands,Continental,4.8,2.617480602
974,01.04.21,Netherlands,Continental,4.4,3.224369133
975,01.07.21,Netherlands,Continental,3.9,3.769585197
976,01.10.21,Netherlands,Continental,3.7,4.128933269
977,01.01.22,Netherlands,Continental,3.6,4.576329884
978,01.04.22,Netherlands,Continental,3.5,4.531402857
979,01.07.22,Netherlands,Continental,3.6,4.468491991
980,01.10.22,Netherlands,Continental,3.5,4.48317434
981,01.01.05,Czechia,Eastern,8.1,1.055263363
982,01.04.05,Czechia,Eastern,8,1.202666511
983,01.07.05,Czechia,Eastern,7.8,1.09942521
984,01.10.05,Czechia,Eastern,7.8,0.950254392
985,01.01.06,Czechia,Eastern,7.7,1.176821294
986,01.04.06,Czechia,Eastern,7.3,1.48872499
987,01.07.06,Czechia,Eastern,7.1,1.751950048
988,01.10.06,Czechia,Eastern,6.5,1.891817588
989,01.01.07,Czechia,Eastern,5.8,1.934595325
990,01.04.07,Czechia,Eastern,5.5,2.204460035
991,01.07.07,Czechia,Eastern,5.1,2.462812932
992,01.10.07,Czechia,Eastern,4.8,2.692011494
993,01.01.08,Czechia,Eastern,4.5,2.669722655
994,01.04.08,Czechia,Eastern,4.4,2.772064173
995,01.07.08,Czechia,Eastern,4.3,2.737625747
996,01.10.08,Czechia,Eastern,4.5,2.150450211
997,01.01.09,Czechia,Eastern,5.6,1.275237733
998,01.04.09,Czechia,Eastern,6.5,0.895018939
999,01.07.09,Czechia,Eastern,7.2,0.74823218
1000,01.10.09,Czechia,Eastern,7.4,0.618989019
1001,01.01.10,Czechia,Eastern,7.8,0.613003037
1002,01.04.10,Czechia,Eastern,7.3,0.61697431
1003,01.07.10,Czechia,Eastern,7.1,0.647346395
1004,01.10.10,Czechia,Eastern,7,0.616396877
1005,01.01.11,Czechia,Eastern,6.9,0.610692425
1006,01.04.11,Czechia,Eastern,6.9,0.694358386
1007,01.07.11,Czechia,Eastern,6.5,0.741381958
1008,01.10.11,Czechia,Eastern,6.5,0.713110342
1009,01.01.12,Czechia,Eastern,6.8,0.673928845
1010,01.04.12,Czechia,Eastern,6.9,0.780931475
1011,01.07.12,Czechia,Eastern,7,0.785893536
1012,01.10.12,Czechia,Eastern,7.3,0.720049224
1013,01.01.13,Czechia,Eastern,7.2,0.641356509
1014,01.04.13,Czechia,Eastern,7,0.663771665
1015,01.07.13,Czechia,Eastern,6.9,0.724188066
