,country,date,diff_factor,unemployment_level_oecd,active_pop_oecd,vacancy_stock_oecd,vacancy_stock_factored_v1,vacancy_stock_lm_v2,unemployment_rate_oecd,vacancy_rate_oecd,vacancy_rate_factored_v1,vacancy_rate_lm_v2,vacancy_stock_eurostat,effective_unemployment_rate_lm_v2,unemployment_gap_lm_v2,tightness_lm_v2
379,Germany,01.07.76,1.666045464,1037333,33461810,204173.5,340162.3336,388239.4843,3.100050475,0.610168727,1.01656884,1.160246515,NA,1.896529135,1.203521341,0.374266975
380,Germany,01.10.76,1.666045464,1011333,33492460,205611.3,342557.7738,390371.3497,3.019584109,0.613903249,1.022790723,1.165549947,NA,1.876026678,1.143557431,0.385996847
381,Germany,01.01.77,1.666045464,1008000,33395300,202735.7,337766.8935,386107.6189,3.018388815,0.607078541,1.01142045,1.15617353,NA,1.868095622,1.150293193,0.383043273
382,Germany,01.04.77,1.666045464,1043667,33363610,194108.6,323393.7526,373315.982,3.128159693,0.581797353,0.969300842,1.11893162,NA,1.870881288,1.257278405,0.357696451
383,Germany,01.07.77,1.666045464,1044333,33371090,200147.5,333454.8346,382270.0241,3.129454267,0.599763148,0.999232673,1.14551255,NA,1.893364502,1.236089765,0.366042272
384,Germany,01.10.77,1.666045464,1025333,33441900,201585.4,335850.4414,384402.0377,3.066012996,0.602792904,1.004280383,1.149462314,NA,1.877302957,1.188710038,0.37490458
385,Germany,01.01.78,1.666045464,1010000,33450900,203310.8,338725.0362,386960.3354,3.01935075,0.607788729,1.012603656,1.156800969,NA,1.868900178,1.150450572,0.383129045
386,Germany,01.04.78,1.666045464,1003333,33516750,205323.8,342078.7857,389945.0655,2.993527117,0.612600565,1.020620393,1.163433404,NA,1.866217952,1.127309165,0.388649696
387,Germany,01.07.78,1.666045464,987333.3,33579090,213950.8,356451.76,402736.5542,2.94032179,0.637154848,1.061528945,1.199367089,NA,1.877904466,1.062417323,0.407903343
388,Germany,01.10.78,1.666045464,956000,33680320,232067.6,386635.1724,429598.8287,2.838452841,0.68903027,1.147955757,1.275518845,NA,1.902761175,0.935691666,0.44937116
389,Germany,01.01.79,1.666045464,925333.3,33794670,242132.5,403403.7534,444522.331,2.738104263,0.716481327,1.193690465,1.315362248,NA,1.897787917,0.840316346,0.480391585
390,Germany,01.04.79,1.666045464,874666.7,33804010,259674.2,432629.0231,470531.889,2.587464327,0.768175728,1.279815688,1.391941042,NA,1.897787604,0.689676723,0.537955645
391,Germany,01.07.79,1.666045464,854666.7,33884060,272327.2,453709.4964,489292.8379,2.522326722,0.80370298,1.339005705,1.444020692,NA,1.90847897,0.613847752,0.572495498
392,Germany,01.10.79,1.666045464,820000,34025540,283542.3,472394.3629,505921.7731,2.409954405,0.833321969,1.388352287,1.4868883,NA,1.892969362,0.516985042,0.616977772
393,Germany,01.01.80,1.666045464,811666.7,34167210,279228.8,465207.8758,499526.0288,2.375572076,0.817242028,1.361562375,1.462004152,NA,1.86362449,0.511947587,0.615432454
394,Germany,01.04.80,1.666045464,863000,34198340,270026.6,449876.5922,485881.6754,2.523514299,0.789589787,1.315492484,1.420775615,NA,1.893501407,0.630012892,0.563014688
395,Germany,01.07.80,1.666045464,926333.3,34241590,259961.8,433108.1778,470958.3213,2.70528705,0.759198974,1.264860007,1.375398518,NA,1.928949921,0.776337129,0.508411304
396,Germany,01.10.80,1.666045464,1002667,34318400,247883.9,412985.8473,453050.0889,2.921660101,0.72230611,1.203394818,1.320137562,NA,1.963922921,0.957737179,0.451845018
397,Germany,01.01.81,1.666045464,1090667,34362360,213950.8,356451.76,402736.5542,3.174016569,0.622631274,1.037332011,1.172028214,NA,1.928739736,1.245276833,0.369257119
398,Germany,01.04.81,1.666045464,1213667,34344010,185769.1,309499.7665,360950.7774,3.533853502,0.540906842,0.901175391,1.050986118,NA,1.927182133,1.606671369,0.297405118
399,Germany,01.07.81,1.666045464,1361000,34342940,162763.7,271171.7242,326840.0421,3.962968808,0.473936419,0.789599621,0.951694998,NA,1.942044694,2.020924115,0.240146982
400,Germany,01.10.81,1.666045464,1535000,34347310,136307.4,227094.3255,287612.5631,4.469054491,0.396850292,0.661170629,0.837365614,NA,1.934485088,2.534569403,0.187369748
401,Germany,01.01.82,1.666045464,1674333,34338460,115314.9,192119.8661,256486.4097,4.875969977,0.335818496,0.559488883,0.746936262,NA,1.908412636,2.96755734,0.153187215
402,Germany,01.04.82,1.666045464,1771333,34333180,93747.27,156187.214,224507.4952,5.159245371,0.27305152,0.454916247,0.653908246,NA,1.836756133,3.322489238,0.12674494
403,Germany,01.07.82,1.666045464,1904333,34424130,77643.45,129357.5177,200629.9212,5.531971324,0.225549491,0.375775707,0.582817696,NA,1.795586472,3.736384851,0.105354432
404,Germany,01.10.82,1.666045464,2085667,34390370,64127.73,106839.7137,180589.7938,6.064683224,0.186470021,0.310667532,0.525117333,NA,1.784564451,4.280118772,0.086586111
405,Germany,01.01.83,1.666045464,2214333,34279970,62402.32,103965.1022,178031.4813,6.459553494,0.182037265,0.303282361,0.519345499,NA,1.831594942,4.627958552,0.080399597
406,Germany,01.04.83,1.666045464,2287000,34343730,64990.44,108277.0278,181868.9575,6.659148555,0.18923524,0.315274514,0.529555053,NA,1.877867345,4.78128121,0.079522937
407,Germany,01.07.83,1.666045464,2293667,34357890,66715.84,111151.6226,184427.2552,6.675808672,0.194179095,0.323511201,0.536782833,NA,1.893002771,4.782805901,0.080407163
408,Germany,01.10.83,1.666045464,2270000,34360580,68728.83,114505.3555,187411.9705,6.606407692,0.200022322,0.333246283,0.545427261,NA,1.898239936,4.708167755,0.082560339
409,Germany,01.01.84,1.666045464,2235333,34295660,70741.8,117859.055,190396.6562,6.517830536,0.206270414,0.343655888,0.555162537,NA,1.902223787,4.615606749,0.08517597
410,Germany,01.04.84,1.666045464,2267333,34363200,74767.76,124566.4874,196366.0571,6.598142781,0.2175809,0.362499672,0.571442872,NA,1.941767664,4.656375116,0.086606624
411,Germany,01.07.84,1.666045464,2289000,34434940,78506.15,130794.8151,201909.0701,6.647318102,0.22798399,0.379831692,0.586349417,NA,1.97424697,4.673071132,0.088208419
412,Germany,01.10.84,1.666045464,2275333,34513140,82819.67,137981.3356,208304.8441,6.592657173,0.239965619,0.399793631,0.603552282,NA,1.99474642,4.597910753,0.091549168
413,Germany,01.01.85,1.666045464,2308667,34499110,87708.34,146126.0821,215553.4087,6.691961039,0.254233631,0.423564788,0.624808607,NA,2.044797021,4.647164018,0.093367042
414,Germany,01.04.85,1.666045464,2315000,34594140,90584.02,150917.0957,219817.258,6.691884811,0.261847874,0.436250462,0.635417611,NA,2.062072128,4.629812683,0.094953459
415,Germany,01.07.85,1.666045464,2296667,34736380,98060.79,163373.7344,230903.2692,6.611705077,0.282299969,0.470324583,0.664730376,NA,2.096425815,4.515279262,0.100538419
416,Germany,01.10.85,1.666045464,2301000,34818570,109276,182058.7842,247532.3676,6.608542511,0.313844021,0.522878407,0.710920545,NA,2.167521313,4.441021197,0.107575996
417,Germany,01.01.86,1.666045464,2287000,34770430,120778.7,201222.8053,264587.7352,6.577428004,0.347360386,0.578718196,0.760956178,NA,2.237215787,4.340212218,0.115692057
418,Germany,01.04.86,1.666045464,2235000,34856900,132281.4,220386.8265,281643.1029,6.411929919,0.379498464,0.632261694,0.807998138,NA,2.276143105,4.135786814,0.126014811
419,Germany,01.07.86,1.666045464,2190333,35011410,139758.2,232843.5152,292729.1586,6.256054812,0.39917901,0.66505038,0.836096457,NA,2.28706477,3.968990042,0.133645961
420,Germany,01.10.86,1.666045464,2169333,35083370,142346.3,237155.4075,296566.6052,6.183365509,0.405737248,0.675976702,0.845319606,NA,2.286245853,3.897119657,0.136708659
421,Germany,01.01.87,1.666045464,2222667,35040120,143496.6,239071.8596,298272.1864,6.343206016,0.409520858,0.682280368,0.851230494,NA,2.323688961,4.019517055,0.134195625
422,Germany,01.04.87,1.666045464,2225667,35128630,145509.6,242425.6091,301256.9165,6.335763735,0.414219399,0.690108351,0.85758231,NA,2.330973809,4.004789926,0.135355791
423,Germany,01.07.87,1.666045464,2234667,35273740,149823.1,249612.0962,307652.6609,6.335214242,0.424744016,0.707642842,0.87218611,NA,2.350635205,3.984579036,0.13767271
424,Germany,01.10.87,1.666045464,2236000,35316070,150398.2,250570.239,308505.3774,6.331395311,0.425863353,0.709507708,0.873555232,NA,2.351770291,3.97962502,0.137971993
425,Germany,01.01.88,1.666045464,2269000,36742000,152986.3,254882.1312,312342.824,6.175493985,0.416379892,0.693707831,0.850097501,NA,2.291238095,3.88425589,0.137656599
426,Germany,01.04.88,1.666045464,2264667,36832230,159600.4,265901.5225,322149.7308,6.148601374,0.433317233,0.721926211,0.874640853,NA,2.31901228,3.829589095,0.142250375
427,Germany,01.07.88,1.666045464,2229667,36970360,168515,280753.6514,335367.6518,6.030958314,0.455811088,0.759401995,0.90712574,NA,2.338982156,3.691976158,0.150411542
428,Germany,01.10.88,1.666045464,2168667,36966460,174266.4,290335.7453,343895.4098,5.866580138,0.471417604,0.785403161,0.930290349,NA,2.336155578,3.53042456,0.158574557
429,Germany,01.01.89,1.666045464,2085000,36920640,188644.8,314290.8134,365214.6564,5.647247718,0.510946722,0.85126047,0.989188314,NA,2.363512524,3.283735194,0.175162905
430,Germany,01.04.89,1.666045464,2039333,37022340,201585.4,335850.4414,384402.0377,5.508384937,0.544496647,0.907156169,1.038297519,NA,2.391514669,3.116870268,0.188494002
431,Germany,01.07.89,1.666045464,1988667,37038000,225741.1,376094.9358,420218.3542,5.369261299,0.609485123,1.015429925,1.134560058,NA,2.468146959,2.90111434,0.211306546
432,Germany,01.10.89,1.666045464,2001000,37291640,269163.9,448439.2948,484602.5265,5.365813893,0.721780807,1.202519639,1.299493738,NA,2.640613859,2.725200034,0.242180173
433,Germany,01.01.90,1.666045464,1960000,38974660,266575.8,444127.4025,480765.0799,5.028908527,0.683972099,1.139528613,1.233532454,NA,2.490646879,2.538261648,0.245288306
434,Germany,01.04.90,1.666045464,1913333,39148930,269739.1,449397.6041,485455.3913,4.887318759,0.689007592,1.147917974,1.240022119,NA,2.461784589,2.42553417,0.253722374
435,Germany,01.07.90,1.666045464,1815667,39190030,271464.5,452272.199,488013.689,4.632981909,0.692687656,1.154049127,1.245249593,NA,2.401919823,2.231062086,0.268779291
436,Germany,01.10.90,1.666045464,1673000,39090990,276640.7,460895.9835,495688.5822,4.279758584,0.707684047,1.179033797,1.268037935,NA,2.329569968,1.950188616,0.296287258
437,Germany,01.01.91,1.666045464,1599000,39224960,301084,501619.6326,531931.3311,4.076485993,0.767582682,1.278827646,1.356104203,NA,2.351199649,1.725286344,0.332664998
438,Germany,01.04.91,1.666045464,1578667,39064040,310861.3,517909.0589,546428.401,4.041228199,0.795773555,1.325794923,1.39880156,NA,2.377577824,1.663650375,0.346132782
439,Germany,01.07.91,1.666045464,1600000,38971510,324664.6,540905.9843,566894.9312,4.105563269,0.83308191,1.387952338,1.454639379,NA,2.443790909,1.66177236,0.354309332
440,Germany,01.10.91,1.666045464,1990333,39039480,324377.1,540426.9962,566468.6471,5.098256944,0.830895032,1.3843089,1.451014837,NA,2.71986148,2.378395464,0.284609986
441,Germany,01.01.92,1.666045464,2901667,39058070,322939.2,538031.3895,564336.6334,7.429110041,0.82681812,1.377516578,1.444865641,NA,3.276288424,4.152821616,0.194487043
442,Germany,01.04.92,1.666045464,2934667,38997890,306547.8,510722.5718,540032.6567,7.525194312,0.786062528,1.30961591,1.38477404,NA,3.228109931,4.297084381,0.184018376
443,Germany,01.07.92,1.666045464,3030667,38954090,298783.5,497786.895,528520.3169,7.780099599,0.767014452,1.277880949,1.35677747,NA,3.248978894,4.531120705,0.174390758
444,Germany,01.10.92,1.666045464,3110333,39007950,293032.1,488204.8011,519992.5589,7.973587435,0.751211227,1.251552058,1.333042518,NA,3.260234819,4.713352617,0.167182279
445,Germany,01.01.93,1.666045464,3197333,39024500,249321.7,415381.2875,455181.9543,8.193142769,0.638885059,1.064411556,1.166400477,NA,3.091356601,5.101786168,0.142363011
446,Germany,01.04.93,1.666045464,3336667,39030940,242995.2,404841.0508,445801.4798,8.548774383,0.622570709,1.037231107,1.142174592,NA,3.124770855,5.424003528,0.133606824
447,Germany,01.07.93,1.666045464,3549000,39117500,235806,392863.5168,435141.8565,9.072665687,0.602814597,1.004316525,1.112396898,NA,3.176854603,5.895811084,0.122609709
448,Germany,01.10.93,1.666045464,3703667,39234060,227754.1,379448.6853,423203.0844,9.439927961,0.580500973,0.967141013,1.078662479,NA,3.191002366,6.248925595,0.114265965
449,Germany,01.01.94,1.666045464,3734667,39272520,230917.3,384718.7203,427893.2474,9.50961894,0.587986969,0.979613023,1.089548742,NA,3.21888076,6.290738179,0.114573333
450,Germany,01.04.94,1.666045464,3754667,39199630,233793,389509.7673,432157.1264,9.57832255,0.596416344,0.993656744,1.102452055,NA,3.249560182,6.328762368,0.115098656
451,Germany,01.07.94,1.666045464,3692000,39009170,252197.4,420172.3344,459445.8333,9.46444131,0.646507988,1.077111701,1.177789308,NA,3.338729965,6.125711345,0.124443617
452,Germany,01.10.94,1.666045464,3591000,38815690,276928.3,461375.1382,496115.0146,9.251413539,0.713444228,1.188630521,1.278130093,NA,3.438678532,5.812735008,0.138155114
453,Germany,01.01.95,1.666045464,3524000,38932390,280379.1,467124.3279,501231.61,9.051589178,0.720169247,1.199834708,1.287441151,NA,3.413705962,5.637883216,0.142233715
454,Germany,01.04.95,1.666045464,3574333,38907810,280091.5,466645.1732,500805.1777,9.18667229,0.719885031,1.19936119,1.287158485,NA,3.438706615,5.747965675,0.140111505
455,Germany,01.07.95,1.666045464,3650333,38981300,275202.9,458500.5434,493556.7168,9.364318276,0.705986973,1.176206395,1.26613714,NA,3.4433285,5.920989776,0.135208683
456,Germany,01.10.95,1.666045464,3747000,39097500,273477.5,455625.9485,490998.4191,9.583732975,0.69947567,1.165358267,1.255830729,NA,3.469228497,6.114504478,0.131037742
457,Germany,01.01.96,1.666045464,3905333,39034350,283542.3,472394.3629,505921.7731,10.00486238,0.726391755,1.210201689,1.296093756,NA,3.601005369,6.403857015,0.129546385
458,Germany,01.04.96,1.666045464,3929667,39093310,286418,477185.4098,510185.6521,10.05201913,0.732652211,1.220631893,1.305045933,NA,3.621925825,6.430093306,0.129829233
459,Germany,01.07.96,1.666045464,3986000,39187810,279228.8,465207.8758,499526.0288,10.17153038,0.712539945,1.187123944,1.274697486,NA,3.600781055,6.570749327,0.125320128
460,Germany,01.10.96,1.666045464,4104000,39252530,283254.8,471915.3748,505495.489,10.45537702,0.721621766,1.20225467,1.287803586,NA,3.669396683,6.785980333,0.123171415
461,Germany,01.01.97,1.666045464,4297667,39250280,286705.6,477664.5645,510612.0845,10.94939195,0.730454916,1.216971101,1.300913228,NA,3.77415008,7.175241873,0.118811459
462,Germany,01.04.97,1.666045464,4355334,39386690,282104.5,469998.9227,503789.9078,11.05788275,0.716243228,1.193293782,1.279086686,NA,3.760849718,7.297033034,0.115671934
463,Germany,01.07.97,1.666045464,4453000,39526820,292457,487246.6584,519139.8424,11.26576841,0.739895089,1.232698857,1.313386309,NA,3.846596677,7.419171731,0.116582044
464,Germany,01.10.97,1.666045464,4499334,39497210,310861.3,517909.0589,546428.401,11.3915236,0.787046224,1.311254792,1.383460758,NA,3.969852124,7.42167148,0.121446508
465,Germany,01.01.98,1.666045464,4447334,39791400,336167.3,560070.0055,583950.2988,11.17662108,0.844824007,1.407515205,1.46752891,NA,4.049940068,7.126681011,0.13130345
466,Germany,01.04.98,1.666045464,4312000,39894150,371250.7,618520.5449,635969.4148,10.80860226,0.930589322,1.550404119,1.594142035,NA,4.150957385,6.657644879,0.147488269
467,Germany,01.07.98,1.666045464,4170333,39589790,381028,634809.9712,650466.4847,10.53385987,0.962440063,1.603468903,1.643015749,NA,4.16020404,6.373655826,0.155974711
468,Germany,01.10.98,1.666045464,4126667,39740660,371538.3,618999.6996,636395.8472,10.38399211,0.934907221,1.557597935,1.601372114,NA,4.077822385,6.306169728,0.154215459
469,Germany,01.01.99,1.666045464,4113667,39395050,383041,638163.7208,653451.2148,10.44209107,0.972307435,1.619908391,1.658714013,NA,4.161783607,6.280307468,0.158848836
470,Germany,01.04.99,1.666045464,4099000,39304590,387929.7,646308.5172,660699.8239,10.42880742,0.9869832,1.644358883,1.680973708,NA,4.186950093,6.241857331,0.161185612
471,Germany,01.07.99,1.666045464,4104667,39431810,397994.5,663076.9316,675623.1779,10.4095323,1.009323437,1.681578735,1.713396311,NA,4.223227942,6.186304362,0.164598779
472,Germany,01.10.99,1.666045464,4057667,39369180,416640.7,694142.3485,703270.4082,10.30670946,1.058291537,1.763161815,1.786347616,NA,4.290846755,6.015862707,0.173318907
473,Germany,01.01.00,1.666045464,3959667,39264250,430333.3,716954.8427,723572.8005,10.08466226,1.095992665,1.825973609,1.842828528,NA,4.310951555,5.773710702,0.182735771
474,Germany,01.04.00,1.666045464,3896000,39238660,450333.3,750275.752,753227.347,9.928983304,1.147677571,1.912083012,1.919605173,NA,4.365744806,5.563238498,0.193333508
475,Germany,01.07.00,1.666045464,3855333,39297000,458333.3,763604.1157,765089.1657,9.810756546,1.166331527,1.94316135,1.946940392,NA,4.370464299,5.440292247,0.198449567
476,Germany,01.10.00,1.666045464,3807000,39402990,470000,783041.3683,782387.7006,9.661703338,1.192802881,1.98726383,1.985604901,NA,4.379991495,5.281711842,0.205512924
477,Germany,01.01.01,1.666045464,3799667,39382770,460666.7,767491.6662,768548.9616,9.648044056,1.169716351,1.948800621,1.951485286,NA,4.33912618,5.308917875,0.202267452
478,Germany,01.04.01,1.666045464,3813667,39468370,437666.7,729172.6205,734446.2331,9.662590576,1.108904928,1.847486026,1.860847643,NA,4.240354809,5.422235767,0.192582686
479,Germany,01.07.01,1.666045464,3873333,39445510,422000,703071.186,711216.7888,9.819452201,1.069830254,1.782385843,1.803036109,NA,4.20771041,5.611741791,0.183618808
480,Germany,01.10.01,1.666045464,3958333,39525820,400666.7,667528.9383,679585.3219,10.01454998,1.013683461,1.688842732,1.719345283,NA,4.149514342,5.86503564,0.171684727
481,Germany,01.01.02,1.666045464,3971000,39444120,398666.7,664196.8474,676619.8672,10.06740675,1.010712623,1.683893182,1.715388421,NA,4.155660353,5.911746398,0.170390296
482,Germany,01.04.02,1.666045464,4021000,39505890,391333.3,651979.0696,665746.4346,10.17822912,0.990569507,1.650333835,1.685182728,NA,4.141518551,6.036710569,0.16556738
483,Germany,01.07.02,1.666045464,4101333,39495090,361666.7,602553.1652,621758.9561,10.38441234,0.915725727,1.525640694,1.574268994,NA,4.043248492,6.341163849,0.151599238
484,Germany,01.10.02,1.666045464,4208667,39552620,333333.3,555348.4326,579748.2496,10.64067816,0.842759089,1.404074958,1.465764467,NA,3.949269294,6.691408871,0.137751038
485,Germany,01.01.03,1.666045464,4355667,39492770,303666.7,505922.5282,535760.771,11.02902379,0.768917197,1.281051008,1.356604692,NA,3.868077744,7.16094605,0.123003152
486,Germany,01.04.03,1.666045464,4403667,39618550,272666.7,454275.1188,489796.2238,11.11516449,0.688229882,1.146622274,1.236280035,NA,3.706946984,7.408217504,0.111224628
487,Germany,01.07.03,1.666045464,4392000,39599630,253666.7,422620.255,461624.4045,11.09101272,0.64057846,1.067232838,1.165729085,NA,3.595708012,7.495304707,0.105105739
488,Germany,01.10.03,1.666045464,4379000,39654160,233000,388188.5932,430981.3236,11.04297758,0.587580219,0.978935358,1.086850216,NA,3.464399309,7.578578275,0.098420033
489,Germany,01.01.04,1.666045464,4310334,39520290,213000,354867.6839,401326.7771,10.90663555,0.538963656,0.897937955,1.015495527,NA,3.328008356,7.578627198,0.093108046
490,Germany,01.04.04,1.666045464,4358000,39731280,205000,341539.3202,389464.9584,10.96868764,0.515966261,0.85962325,0.9802477,NA,3.279028947,7.689658696,0.08936782
491,Germany,01.07.04,1.666045464,4404334,39846740,203333.3,338762.5222,386993.6968,11.05318528,0.51028842,0.850163708,0.971205416,NA,3.27641777,7.77676751,0.087866564
492,Germany,01.10.04,1.666045464,4482000,40084530,202333.3,337096.4768,385510.9695,11.18137097,0.504766552,0.840964025,0.961745016,NA,3.27927245,7.902098518,0.086013157
493,Germany,01.01.05,1.666045464,4919667,40805140,220333.3,367085.2951,412200.0614,12.05648847,0.539964573,0.899605528,1.010167007,NA,3.489851984,8.566636487,0.083786171
494,Germany,01.04.05,1.666045464,4931000,40892020,245000,408181.1388,448774.0516,12.05858747,0.599138903,0.998192652,1.097461196,NA,3.637833397,8.420754073,0.091010759
495,Germany,01.07.05,1.666045464,4838667,41012580,269000,448166.2299,484359.5075,11.79800686,0.655896313,1.092753077,1.181002286,NA,3.732756766,8.06525009,0.100101848
496,Germany,01.10.05,1.666045464,4748667,41019960,286000,476489.0028,509565.8721,11.57647887,0.697221548,1.161602797,1.242238832,NA,3.792196143,7.784282722,0.107307139
497,Germany,01.01.06,1.666045464,4738000,41331060,301000,501479.6848,531806.782,11.46353372,0.728265861,1.213324035,1.28670008,474266.5725,3.840589766,7.622943954,0.112242883
498,Germany,01.04.06,1.666045464,4587334,41415840,336666.7,560902.0286,584690.7728,11.07627903,0.812893569,1.354317644,1.411756402,563587.4705,3.954365668,7.12191336,0.127457642
499,Germany,01.07.06,1.666045464,4398667,41395600,372000,619768.9128,637080.4224,10.62592884,0.898646233,1.497185481,1.539005166,720400.3294,4.043928706,6.582000137,0.144834883
500,Germany,01.10.06,1.666045464,4209334,41528400,403666.7,672527.0747,684033.5039,10.13603703,0.97202565,1.619438925,1.6471463,505421.6276,4.086017117,6.050019908,0.162503974
501,Germany,01.01.07,1.666045464,3959000,41398560,430000,716399.5497,723078.6075,9.563134563,1.038683471,1.730493886,1.746627437,536634.7465,4.08695892,5.476175643,0.18264173
502,Germany,01.04.07,1.666045464,3810667,41561450,433333.3,721952.9791,728020.9825,9.168753737,1.042632776,1.737073608,1.751673684,571350.9534,4.007575906,5.161177831,0.191048177
503,Germany,01.07.07,1.666045464,3696000,41752820,419666.7,699183.8021,707757.1411,8.852096697,1.00512181,1.674578632,1.695112189,538016.5733,3.873667127,4.97842957,0.191492733
504,Germany,01.10.07,1.666045464,3566000,41645670,408333.3,680301.8425,690952.7992,8.562714923,0.980494011,1.633547599,1.659122783,640449.57,3.769163756,4.793551168,0.193761301
505,Germany,01.01.08,1.666045464,3366667,41604180,397333.3,661975.3423,674642.7986,8.092136415,0.955032163,1.591127003,1.62157456,759306.4886,3.622430475,4.46970594,0.20038893
506,Germany,01.04.08,1.666045464,3273667,41489090,394000,656421.913,669700.4236,7.890428544,0.949647245,1.582155485,1.61416031,668075.5925,3.568811648,4.321616896,0.204571944
507,Germany,01.07.08,1.666045464,3202667,41846040,392333.3,653645.115,667229.162,7.653452991,0.937563746,1.562023826,1.594485791,488893.4222,3.493325357,4.160127634,0.208335479
508,Germany,01.10.08,1.666045464,3188000,41770680,371000,618102.8673,635597.695,7.632147717,0.888182811,1.479752945,1.521635978,591310.6893,3.407836638,4.224311079,0.199371924
509,Germany,01.01.09,1.666045464,3316000,41683510,331333.3,552016.3417,576782.7949,7.955184196,0.794878598,1.324303883,1.383719353,545157.7064,3.317791785,4.637392411,0.173939323
510,Germany,01.04.09,1.666045464,3473333,41601660,294333.3,490372.6595,521921.8837,8.349025015,0.707503739,1.178733396,1.254569851,548561.6415,3.23642319,5.112601825,0.150265432
511,Germany,01.07.09,1.666045464,3469000,41518030,284333.3,473712.2049,507094.6104,8.355406073,0.684842947,1.140979485,1.221384084,630920.8881,3.194551611,5.160854462,0.146178902
512,Germany,01.10.09,1.666045464,3407000,41992300,295666.7,492594.1645,523898.9524,8.113392217,0.704097418,1.17305831,1.247607186,613239.0994,3.181560377,4.93183184,0.153771339
513,Germany,01.01.10,1.666045464,3376333,40870440,313333.3,522027.5233,585903.3772,8.261063497,0.766650176,1.277274048,1.433562685,585903.3772,3.441330029,4.819733468,0.173532462
514,Germany,01.04.10,1.666045464,3260667,40775340,346000,576451.7307,610233.8595,7.99666416,0.848552091,1.413726362,1.496575772,610233.8595,3.459423918,4.537240243,0.187150009
515,Germany,01.07.10,1.666045464,3179333,40814250,376666.7,627543.8471,669807.5622,7.789762154,0.922880367,1.537560649,1.641112019,669807.5622,3.575454138,4.214308016,0.210675498
516,Germany,01.10.10,1.666045464,3123333,40888880,4.00E+05,666418.1858,751807.4315,7.638587802,0.978261082,1.629827439,1.838659879,751807.4315,3.747634577,3.890953225,0.240706781
517,Germany,01.01.11,1.666045464,3077000,40923410,433000,721397.6861,879838.3446,7.518923765,1.058074095,1.762799547,2.149963419,879838.3446,4.020623216,3.49830055,0.285940313
518,Germany,01.04.11,1.666045464,2984667,41151550,460000,766380.9137,822356.0637,7.252866538,1.117819377,1.862337904,1.998359876,822356.0637,3.807077288,3.44578925,0.275526906
519,Germany,01.07.11,1.666045464,2940000,41258640,476333.3,793592.934,829571.3962,7.1257802,1.154505577,1.923458781,2.01066103,829571.3962,3.785172197,3.340608003,0.282167142
520,Germany,01.10.11,1.666045464,2888000,41405100,495333.3,825247.7979,855230.3914,6.974986173,1.196309875,1.993106641,2.065519444,855230.3914,3.795651402,3.179334771,0.296132407
521,Germany,01.01.12,1.666045464,2877000,41137050,494333.3,823581.7524,749930.1146,6.993695464,1.20167416,2.002043784,1.823004116,749930.1146,3.570649187,3.423046277,0.260663926
522,Germany,01.04.12,1.666045464,2889333,41264330,489000,814696.2321,856272.1653,7.00201118,1.185042869,1.974335297,2.075090436,856272.1653,3.81179832,3.19021286,0.296356344
523,Germany,01.07.12,1.666045464,2900000,41492050,474000,789705.5502,815402.0327,6.98929072,1.142387518,1.903269542,1.965200641,815402.0327,3.706124472,3.283166247,0.281173115
524,Germany,01.10.12,1.666045464,2916000,41507970,453666.7,755829.3479,791054.5792,7.025156855,1.09296287,1.820925832,1.905789609,791054.5792,3.659025955,3.366130901,0.27128072
525,Germany,01.01.13,1.666045464,2937667,41519980,461333.3,768602.2521,766871.7805,7.075309285,1.111111566,1.851162385,1.846994581,766871.7805,3.614976889,3.460332396,0.261047893
526,Germany,01.04.13,1.666045464,2960667,41800340,451000,751386.5045,759051.7182,7.082877795,1.078938592,1.797560748,1.815898431,759051.7182,3.586333319,3.496544476,0.256378619
527,Germany,01.07.13,1.666045464,2942667,41715630,455000,758050.6863,807930.5404,7.054111373,1.090718275,1.817186235,1.936757375,807930.5404,3.696228107,3.357883265,0.274557244
528,Germany,01.10.13,1.666045464,2952667,41810140,460666.7,767491.6662,827182.9648,7.062083504,1.101806165,1.835659163,1.97842668,827182.9648,3.737889033,3.324194471,0.280147732
529,Germany,01.01.14,1.666045464,2925667,41839860,468666.7,780820.0299,853576.2619,6.992535348,1.120144044,1.866210905,2.040103055,853576.2619,3.776968721,3.215566626,0.291754414
530,Germany,01.04.14,1.666045464,2911667,41906880,481000,801367.8684,852013.1,6.947945063,1.147782894,1.912258485,2.033110315,852013.1,3.758448986,3.189496077,0.292620379
531,Germany,01.07.14,1.666045464,2894333,42034470,496666.7,827469.3029,870643.9905,6.885617923,1.181570031,1.96854939,2.071261968,870643.9905,3.776495535,3.109122387,0.30080989
532,Germany,01.10.14,1.666045464,2850333,42056580,514000,856347.3687,904202.075,6.777377048,1.222163096,2.036179282,2.149965772,904202.075,3.81721478,2.960162267,0.317226821
533,Germany,01.01.15,1.666045464,2823667,42127000,533333.3,888557.5255,916517.04,6.702748831,1.266013008,2.10923523,2.175604814,916517.04,3.81870824,2.884040591,0.324583968
534,Germany,01.04.15,1.666045464,2802000,42068250,555000,924655.2328,900084.1993,6.660605088,1.319284734,2.197988347,2.139580799,900084.1993,3.775036788,2.8855683,0.321229193
